pitch_type,release_speed,release_pos_x,release_pos_z,player_name,zone,p_throws,bb_type,game_year,pfx_x,pfx_z,plate_x,plate_z,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,release_pos_y,height,weight,age,weight_(oz),circumference_(in),avg_seam_height,avg_ccor,avg_ds
FF,93.2,-2.2553,6.3298,Bryce Harper,12.0,R,fly_ball,2015,-0.52245,1.393966667,0.212,3.452,5.584,-135.66899999999998,-3.989,-5.364,23.631,-16.232,3.19,1.48,442.0,104.7,28.7,92.639,2179.0,5.61,54.8909,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,89.7,-2.4688,6.0369,Bryce Harper,2.0,R,fly_ball,2017,-0.8745,1.5798,0.0529,2.583,8.1024,-130.1384,-5.8767,-11.7118,27.5274,-13.0758,2.9457,1.2484,440.0,104.6,25.013,89.83,2202.0,6.544,53.9553,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FF,93.7,-2.3013,5.8518,Bryce Harper,8.0,R,fly_ball,2015,-0.910725,1.742266667,-0.187,1.7380000000000002,7.001,-135.991,-7.71,-10.482999999999999,30.241,-11.975,3.16,1.45,414.0,104.5,32.149,92.73899999999999,2239.0,6.0520000000000005,54.4464,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,79.1,-2.6178,5.9503,Bryce Harper,5.0,R,line_drive,2017,-0.6111,1.5574,-0.2194,2.4732,6.3524,-116.3133,-3.8259,-6.5893,20.4152,-17.7772,3.19,1.49,416.0,104.4,23.699,73.399,1747.0,5.8313,54.6663,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FF,93.3,2.4074,5.5278,Bryce Harper,1.0,L,line_drive,2015,0.268016667,1.6362,-0.653,2.918,-8.613999999999999,-135.61,-4.1610000000000005,5.263999999999999,32.849000000000004,-13.657,3.16,1.43,379.0,104.2,23.429000000000002,91.96799999999999,2225.0,5.983,54.5164,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,86.1,2.1297,6.1074,Bryce Harper,4.0,L,fly_ball,2015,-0.5405416670000001,0.278833333,-0.7290000000000001,2.552,-5.5489999999999995,-125.301,-2.0469999999999997,-4.801,19.984,-31.212,3.16,1.41,436.0,104.2,25.818,86.38799999999998,699.0,6.115,54.3848,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,82.8,-2.2909,5.9654,Bryce Harper,8.0,R,fly_ball,2017,-0.2163,0.2914,-0.1704,2.2402,5.2286,-120.2526,-2.5204,-3.1361,24.4285,-29.1049,3.865,1.601,417.0,104.0,30.048000000000002,82.23,2125.0,6.1129999999999995,54.3842,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FT,93.0,0.8398,5.8372,Bryce Harper,1.0,L,line_drive,2016,0.6103666670000001,1.432666667,-0.42200000000000004,2.925,-5.212999999999999,-135.286,-4.56,9.79,31.28,-16.262,3.09,1.5,378.0,103.9,23.896,91.795,2276.0,5.805,54.6947,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
FF,88.0,-2.4741,3.5526,Bryce Harper,11.0,R,fly_ball,2017,-2.0121,0.9522,-0.2714,3.665,9.5788,-127.7859,4.4212,-24.1761,25.9665,-22.7535,3.17,1.49,394.0,103.9,24.68,88.31299999999996,2442.0,6.567,53.9308,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FT,89.5,-1.6623,5.8084,Bryce Harper,4.0,R,fly_ball,2015,-1.221066667,1.2047666670000001,-0.402,2.0469999999999997,4.58,-130.156,-4.7860000000000005,-13.455,27.357,-20.079,3.16,1.34,411.0,103.7,26.84,87.69,2232.0,5.402,55.0996,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,84.9,-3.0939,6.3595,Bryce Harper,14.0,R,line_drive,2015,0.2541,0.17706666699999998,0.046,0.988,5.2120000000000015,-123.368,-5.377999999999999,4.346,19.788,-32.357,3.17,1.4,404.0,103.6,19.776,84.425,2181.333333333333,5.827000000000001,54.6743,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SI,90.3,-0.8027,5.9934,Bryce Harper,5.0,R,fly_ball,2015,-1.244725,1.553066667,-0.19699999999999998,2.5140000000000002,3.852,-131.35299999999998,-5.71,-13.876,30.054000000000002,-15.753,3.13,1.34,363.0,103.5,24.866999999999997,89.44200000000002,2051.0,6.055,54.4424,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
KC,78.1,-1.4733,5.4418,Bryce Harper,8.0,R,fly_ball,2016,0.583925,-0.36186666700000003,-0.02,1.83,1.55,-113.85,-0.3,6.62,24.0,-37.16,3.14,1.52,368.0,103.4,37.788000000000004,76.638,2537.0,5.525,54.9716,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
FT,92.3,-0.903,5.7256,Bryce Harper,4.0,R,fly_ball,2017,-1.3398,0.9179999999999999,-0.5318,2.0311,3.7401,-134.0168,-5.4741,-16.6649,27.8158,-20.3836,2.9743,1.2777,405.0,103.2,28.233,91.444,2237.0,5.803,54.7008,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FF,90.7,-1.6665,5.1104,Bryce Harper,5.0,R,fly_ball,2017,-0.4195,0.8876,-0.1801,2.3094,4.5727,-131.8268,-2.9704,-5.7675,25.8872,-21.4982,3.17,1.49,388.0,103.2,34.406,90.51100000000001,2461.0,6.063,54.4369,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
CH,85.2,-2.0001,6.5256,Bryce Harper,4.0,R,line_drive,2016,-0.72285,1.028466667,-0.602,2.623,4.118,-123.98100000000001,-4.632,-6.672999999999999,23.136,-23.041999999999998,3.12,1.51,389.0,103.1,20.238,86.45299999999996,1443.0,6.787999999999999,53.7147,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
FF,92.5,-0.5123,6.2036,Bryce Harper,9.0,R,line_drive,2015,-0.663008333,1.5444666669999998,0.29100000000000004,1.9280000000000002,3.5,-134.517,-7.496,-7.028,28.61,-14.884,3.18,1.48,396.0,103.0,28.151999999999997,91.685,2216.0,5.978,54.521,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,84.5,-1.5904,4.7861,Bryce Harper,9.0,R,fly_ball,2016,0.322291667,0.674433333,0.3,1.97,3.83,-122.96,-1.75,5.07,20.38,-26.94,3.18,1.5,413.0,103.0,30.0,81.21644999999998,2213.3076923076924,6.006450000000001,54.5098,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
SI,95.4,-1.2862,6.4307,Bryce Harper,1.0,R,line_drive,2015,-1.528625,0.6859,-0.6559999999999999,2.7960000000000003,4.9060000000000015,-138.755,-4.288,-19.649,30.235,-25.47300000000001,3.2,1.45,411.0,102.9,21.648000000000003,95.041,2142.0,6.2120000000000015,54.2877,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FT,94.0,-1.8118,6.1119,Bryce Harper,2.0,R,fly_ball,2015,-1.283691667,1.178966667,0.18,2.93,7.13,-136.56,-4.72,-15.46,33.46,-19.35,3.19,1.46,384.0,102.9,33.777,91.316,2074.0,5.162999999999999,55.3358,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FT,91.2,-2.2302,5.7851,Bryce Harper,8.0,R,fly_ball,2015,-1.286475,0.594166667,0.2,1.827,8.113,-132.535,-4.68,-14.86,26.874000000000002,-27.175,3.18,1.41,394.0,102.9,29.36,90.182,2006.0,5.7479999999999976,54.7515,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,92.2,-2.2827,5.9303,Bryce Harper,2.0,R,fly_ball,2015,-0.907941667,1.1259333329999999,0.028999999999999998,2.875,7.57,-134.025,-3.4619999999999997,-10.263,26.287,-20.238,3.17,1.45,396.0,102.8,32.736999999999995,90.985,2415.0,5.455,55.0439,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,93.0,-1.5972,6.6462,Bryce Harper,7.0,R,fly_ball,2015,-0.803566667,1.088666667,-0.547,1.851,4.186,-135.181,-7.791,-9.005,28.07,-20.574,3.16,1.46,385.0,102.8,30.246,93.322,2204.0,6.544,53.9552,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
CU,81.5,2.0654,6.0107,Bryce Harper,6.0,L,fly_ball,2017,-1.0873,-0.7831,0.7872,1.844,-0.8578,-118.4589,-1.3194,-9.71,22.3705,-39.3015,2.9093,1.2118,412.0,102.8,30.199,79.977,2027.0,5.274,55.226000000000006,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FC,89.9,-1.7883,5.3276,Bryce Harper,7.0,R,line_drive,2015,-0.078508333,0.786233333,-0.377,1.746,3.1919999999999997,-130.864,-3.9930000000000003,0.639,27.875999999999998,-25.009,3.2,1.49,402.0,102.4,31.43,91.4,2095.0,7.291,53.2088,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
CH,84.0,-2.7979,4.9979,Bryce Harper,8.0,R,line_drive,2015,-1.236375,1.189,-0.153,1.8259999999999998,8.103,-122.038,-2.697,-11.83,26.88,-21.834,3.18,1.46,361.0,102.3,26.538,83.76100000000002,1403.0,6.581,53.9184,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,91.1,-1.9368,6.0303,Bryce Harper,11.0,R,fly_ball,2017,-0.9019,1.2422,-0.0815,3.5266,6.5954,-132.5581,-3.1532,-11.9437,23.285,-16.941,2.9339,1.2364,389.0,102.0,33.649,91.916,2183.0,6.38,54.1176,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
SI,93.0,-1.9927,6.2098,Bryce Harper,5.0,R,fly_ball,2016,-1.325441667,1.147433333,0.13,2.24,8.1,-135.11,-6.54,-15.77,31.44,-19.98,3.13,1.48,385.0,101.5,29.36,93.574,1962.0,6.77,53.732,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
FF,92.5,-2.3263,6.5498,Bryce Harper,1.0,R,fly_ball,2015,-0.720066667,1.5502,-0.77,3.033,4.022,-134.67700000000002,-5.507999999999999,-7.77,29.959,-14.835999999999999,3.19,1.48,393.0,101.5,33.673,90.706,2092.0,5.324,55.177,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,92.2,-3.1324,6.0031,Bryce Harper,1.0,R,fly_ball,2015,-1.166791667,1.4097333330000001,-0.502,3.055,8.737,-133.942,-3.878,-13.585999999999999,28.041999999999998,-16.721,3.18,1.39,379.0,100.9,22.737,91.898,2297.0,6.145,54.3559,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SI,89.8,-2.559,6.1531,Bryce Harper,11.0,R,fly_ball,2015,-0.9984,0.8751,-0.846,2.625,5.62,-130.60399999999998,-4.2989999999999995,-10.988,22.525,-23.802,3.16,1.43,386.66666666666674,100.9,49.038999999999994,88.46799999999998,1994.0,5.312,55.1871,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
CU,71.0,-0.93,6.2988,Bryce Harper,5.0,R,line_drive,2015,0.043958332999999995,-1.4469,0.05,2.354,0.8809999999999999,-103.39200000000001,3.069,1.344,18.034000000000002,-44.471000000000004,3.13,1.34,414.0,100.3,28.186999999999998,70.97,1974.0,6.529,53.9718,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FT,91.5,4.0651,5.6394,Bryce Harper,4.0,L,fly_ball,2015,0.582533333,1.166066667,-0.317,2.401,-12.033,-132.668,-4.249,9.107999999999999,28.680999999999997,-20.101,3.18,1.46,362.0,100.1,34.426,91.03399999999999,2272.0,6.3370000000000015,54.1627,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,90.8,0.8709,6.6234,Bryce Harper,1.0,L,fly_ball,2015,0.6827333329999999,1.521533333,-0.366,3.075,-5.54,-132.1,-4.791,10.201,31.22300000000001,-15.992,3.2,1.48,391.0,100.0,34.009,89.095,2080.0,5.6160000000000005,54.8856,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,92.8,-1.5433,5.9019,Bryce Harper,2.0,R,fly_ball,2017,-0.8853,1.6328,0.0552,2.6966,6.0498,-134.8151,-6.0327,-12.1561,27.436,-10.9875,2.9531,1.2558,381.0,99.9,36.561,93.354,2164.0,6.555,53.9485,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
CU,78.2,4.341,4.5104,Bryce Harper,5.0,L,line_drive,2016,-0.916291667,0.046633333,-0.064,2.563,-7.8660000000000005,-113.681,2.559,-7.282999999999999,23.75,-33.476,3.13,1.53,377.0,99.7,26.386,76.73100000000002,2487.0,5.4510000000000005,55.0513,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
FF,90.7,-0.8618,6.1408,Bryce Harper,1.0,R,fly_ball,2016,-0.168966667,2.162233333,-0.611,3.065,0.33399999999999996,-131.991,-6.886,-0.501,26.291,-7.777,3.13,1.5,371.0,99.4,38.716,90.478,2182.0,6.064,54.43600000000001,75,220,25,5.122499999999999,9.079,0.03843200000000002,0.4941000000000001,12926.4
CH,84.7,-1.4603,6.1681,Bryce Harper,7.0,R,line_drive,2015,-0.825833333,1.252066667,-0.677,1.581,3.424,-123.07799999999999,-6.224,-7.798999999999999,20.337,-20.642,3.17,1.39,394.0,99.1,26.45300000000001,84.49600000000002,2042.0,5.81,54.6887,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,78.6,-1.3835,5.6507,Bryce Harper,5.0,R,fly_ball,2015,0.642375,0.4135666670000001,-0.024,1.975,1.173,-114.574,-1.8730000000000002,7.402,20.465999999999998,-30.115,3.18,1.39,383.0,97.4,32.75,78.73,2342.833333333333,6.3,54.2012,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
SL,87.9,-1.1589,5.3378,Bryce Harper,9.0,R,fly_ball,2017,0.3314,0.0777,0.298,1.6202,2.8174,-128.0009,-3.1609,3.1156,19.4707,-31.0706,2.9952,1.2978,393.0,97.4,30.112,86.882,2267.0,5.02,55.476000000000006,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
CH,87.1,-2.3872,5.1731,Bryce Harper,9.0,R,line_drive,2017,-0.6053,0.5486,0.523,1.9433,8.2899,-126.8045,-2.8271,-8.1021,22.0949,-25.8194,3.17,1.49,350.0,97.1,28.39,88.156,1680.0,6.595,53.9039,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FF,91.3,-1.6358,6.4395,Bryce Harper,12.0,R,fly_ball,2015,-0.17272416699999998,1.9501,0.27899999999999997,3.862,4.902,-132.77,-4.377,-0.541,31.70300000000001,-10.574000000000002,3.16,1.41,384.0,96.3,27.991,90.845,2376.0,6.322,54.1792,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FS,81.7,-0.9119,7.2026,Bryce Harper,4.0,R,fly_ball,2015,-0.668575,0.579833333,-0.588,2.03,2.037,-118.84899999999999,-4.239,-5.504,24.075,-28.336,3.18,1.43,372.0,94.0,33.211999999999996,79.601,1312.0,5.181,55.3152,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
CH,87.5,-1.3549,4.8175,Bryce Harper,14.0,R,fly_ball,2017,-1.4374,-0.1618,0.4384,1.0899,6.9904,-127.1167,-2.5859,-16.3569,21.3746,-33.6722,2.9952,1.2978,392.0,92.7,29.975,86.31299999999996,2097.0,5.224,55.2747,75,220,25,5.104863,9.08,0.038,0.476463,12926.0
FF,98.0,-0.7401,5.7759,Bryce Harper,12.0,R,line_drive,2015,-0.626825,1.1976,0.638,3.6,5.1080000000000005,-142.554,-1.9780000000000002,-7.298999999999999,34.835,-17.882,3.18,1.48,350.0,91.9,33.871,98.736,2264.0,7.015,53.4847,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
FF,91.9,-0.7695,6.4769,Bryce Harper,11.0,R,line_drive,2015,-0.795216667,1.2707,-0.085,3.642,2.407,-133.836,-2.478,-8.699,27.88300000000001,-18.505,3.19,1.41,400.58333333333326,36.6,-9.955,93.117,2183.0,6.982,53.5191,75,220,25,5.120124999999999,9.107916666666666,0.040501666666666665,0.4913333333333332,12740.875
